connectivity_key,smiles,adduct,scaffold_group,in_lcsb_dev,in_lcsb_sealed,side,n_source_rows,source_libraries
QMGVPVSNSZLJIA,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],[M+H]+,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,True,False,WUR-DEV,12,WFSR_food_safety;WUR
QMLVECGLEOSESV,[H][C@]12CN(C3=CC4=C(C=C3F)C(=O)C(=CN4C3CC3)C(O)=O)[C@@]([H])(CN1C)C2,[M+H]+,O=c1ccn(C2CC2)c2cc(N3C[C@@H]4C[C@@H]3CN4)ccc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QNBTYORWCCMPQP,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,[M+H]+,O=C(C=C(c1ccccc1)c1ccccc1)N1CCOCC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QNRRHYPPQFELSF,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,[M+H]+,C1=COCCC1,False,False,WUR-SEALED,6,WFSR_Polar
QPPBRPIAZZHUNT,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,[M+H]+,O=S(=O)(Nc1ncccn1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QQGLQYQXUKHWPX,OC[C@H]1O[C@@H](S\C(CC2=CC=CC=C2)=N\OS(O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O,[M+H]+,N=C(Cc1ccccc1)S[C@H]1CCCCO1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QQQYTWIFVNKMRW,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(Cl)C=C1,[M+H]+,O=C(NC(=O)c1ccccc1)Nc1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QRUDEWIWKLJBPS,N1N=NC2=C1C=CC=C2,[M+H]+,c1ccc2[nH]nnc2c1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
QSLJIVKCVHQPLV,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,[M+H]+,O=C1C[C@@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CO1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QSTHEUSPIBEICI,CO[C@H](C)[C@@](O)(C(=O)OCC1=CC[N+]2([O-])CC[C@H](O)[C@@H]12)C(C)C,[M+H]+,C1=C[C@@H]2CCC[NH+]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QTCRXZRCLRRRCO,C[C@]1(O)C(=O)OC[C@@H]2[C@@H]3[C@@H](CC[N+]3([O-])C[C@H]2O)OC(=O)\C(C[C@H]1C)=C/C,[M+H]+,C=C1CCCC(=O)OC[C@H]2CC[NH+]3CC[C@@H](OC1=O)[C@@H]23,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QTDRLOKFLJJHTG,CON(C1CCCCC1)C(=O)C1=C(C)OC(C)=C1,[M+H]+,O=C(NC1CCCCC1)c1ccoc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QTYCMDBMOLSEAM,CC(C)C1CCC(CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1,[M+H]+,c1ccc(CC2CCCC2Cn2cncn2)cc1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
QVBOTMGSBYXVJQ,CCC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QVCMHGGNRFRMAD,C[C@]1(O)C(=O)OCC2=CCN3CC[C@@H](OC(=O)[C@H](C)[C@]1(O)C)[C@H]32,[M+H]+,O=C1CCCC(=O)O[C@@H]2CCN3CC=C(CO1)[C@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QVYOXJXCZNKVGZ,C[C@]1(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC(=O)[C@](O)(C[C@H]1C)C(C)Cl)[C@@H]23,[M+H]+,O=C1CCCCC(=O)O[C@@H]2CC[NH+]3CC=C(CO1)[C@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QWCJHSGMANYXCW,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,[M+H]+,O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QWPMHHBRYYAMCN,CC(=O)O[C@@H]1CC[N+]2(O)CC=C(COC(=O)[C@](O)([C@@H](C)O)C(C)C)[C@H]12,[M]+,C1=C[C@@H]2CCC[NH+]2C1,False,False,WUR-SEALED,24,WFSR_food_safety;WUR
QYMMJNLHFKGANY,CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
QYSPLQLAKJAUJT,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,[M+H]+,O=C(Nc1ccccn1)C1=Cc2ccccc2S(=O)(=O)N1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
QZUDBNBUXVUHMW,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,[M+H]+,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,False,False,WUR-DEV,12,ETE;WUR
QZXATCCPQKOEIH,COC1=NC=C(F)C2=NC(=NN12)S(=O)(=O)NC1=C(F)C=CC=C1F,[M+H]+,O=S(=O)(Nc1ccccc1)c1nc2ccncn2n1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
QZZUEBNBZAPZLX,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,[M+H]+,O=c1ccc2c(CCNC3Cc4ccccc4C3)cccc2[nH]1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RAJWOBJTTGJROA,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[M+H]+,O=C1CCC2[C@@H](CC[C@H]3[C@@H]4CCC(=O)C4CC[C@H]23)C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RAMUASXTSSXCMB,CC(NC(=O)C1=C(NC(=O)C2=CC(Br)=NN2C2=NC=CC=C2Cl)C(Br)=CC(Cl)=C1)C1CC1,[M+H]+,O=C(NCC1CC1)c1ccccc1NC(=O)c1ccnn1-c1ccccn1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RAOCRURYZCVHMG,CCCOC1=CC2=C(NC(NC(=O)OC)=N2)C=C1,[M+H]+,c1ccc2[nH]cnc2c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RAPBNVDSDCTNRC,CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,[M+Na]+,c1ccc(Cc2ccccc2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RBNIGDFIUWJJEV,COC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(F)C=C1,[M+H]+,O=C(Nc1ccccc1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RDECBWLKMPEKPM,[H][C@@]12C[C@H](C[C@@]1([H])[C@]1([H])C=C3C(=O)[C@H](C)[C@H](CCC[C@H](CC)OC(=O)C[C@@]3([H])[C@]1([H])C=C2C)O[C@@]1([H])CC[C@@H]([C@@H](C)O1)N(C)C)O[C@]1([H])O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]1OC,[M+H]+,O=C1C[C@@H]2C(=C[C@@H]3[C@H]2C=C[C@@H]2C[C@@H](O[C@H]4CCCCO4)C[C@@H]32)C(=O)C[C@@H](O[C@H]2CCCCO2)CCCCO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RECCURWJDVZHIH,NC(=O)NC1=CC=C(Cl)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RGCLLPNLLBQHPF,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,[M+H]+,__ACYCLIC__RGCLLPNLLBQHPF,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RGNPBRKPHBKNKX,FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,[M+H]+,O=C(NC(=O)c1ccccc1)Nc1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RHSUJRQZTQNSLL,CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2O,[M+H]+,c1ccc2c(c1)CCO2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RHVBIEJVJWNXBU,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12[H],[M+H]+,O=C1CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2CCC2CCC[C@H]23)C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RHYOZHJMMSHYAZ,CCCOC(=O)NCCC[N+](C)(C)[O-],[M+H]+,__ACYCLIC__RHYOZHJMMSHYAZ,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RJBJMKAMQIOAML,CNC(=O)OC1=CC(C)=C(C(C)=C1)S(C)(=O)=O,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RJKFOVLPORLFTN,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,[M+H]+,O=C1C=C2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
RJMIEHBSYVWVIN,CC(C(O)=O)C1=CC=C(C=C1)N1CC2=CC=CC=C2C1=O,[M+H]+,O=C1c2ccccc2CN1c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RJNGYXYCHGHJLS,C[C@H]1CN=C2CCCC(=C)C[C@@H]3CC[C@@H](O)[C@]4(CC[C@@]5(CC[C@@H](C[C@H](O)\C(C)=C\[C@H]6C(C)=C(CC[C@]26C[C@@H]1C)[C@H]1OC(=O)C(C)=C1)O5)O4)O3,[M+H]+,C=C1CCCC2=NCCCC[C@@]23CCC([C@@H]2C=CC(=O)O2)=C[C@@H]3/C=C/CC[C@@H]2CC[C@@]3(CC[C@]4(CCC[C@@H](C1)O4)O3)O2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RKDOFSJTBIDAHX,CC(=O)O[C@@H]1CCN2CC=C(COC(=O)[C@@](O)([C@@H](C)O)C(C)C)[C@@H]21,[M+H]+,C1=C[C@@H]2CCCN2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RKUNBYITZUJHSG,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,[M+H]+,O=C(Cc1ccccc1)O[C@H]1C[C@H]2CC[C@@H](C1)N2,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RLQJEEJISHYWON,FC(F)(F)C1=CC=NC=C1C(=O)NCC#N,[M+H]+,c1ccncc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RMFNNCGOSPBBAD,CNC(=O)OC1=CC=CC(=C1)N=CN(C)C,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RMOGWMIKYWRTKW,CC(C)(C)[C@H](O)[C@H](CC1=CC=C(Cl)C=C1)N1C=NC=N1,[M+H]+,c1ccc(CCn2cncn2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RNVCVTLRINQCPJ,CC1=C(N)C=CC=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
ROVGZAWFACYCSP,CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(C\C=C/C=C)=C2C)C1(C)C,[M+H]+,O=C1C=C[C@@H](OC(=O)C2CC2)C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RPQXVSUAYFXFJA,N=C1N[C@H]2[C@H](COC(N)=O)NC(=N)N3CCC(O)(O)[C@]23N1,[M+H]+,N=C1N[C@H]2CNC(=N)N3CCC[C@]23N1,False,False,WUR-SEALED,6,WFSR_Polar
RQDJADAKIFFEKQ,ClC1=CC=C(CCC(CN2C=NC=N2)(C#N)C2=CC=CC=C2)C=C1,[M+H]+,c1ccc(CCC(Cn2cncn2)c2ccccc2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
RQVGAIADHNPSME,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,[M+Na]+,O=c1[nH]nnc2ccccc12,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RQVYBGPQFYCBGX,CCNC1=NC(SC)=NC(NC(C)C)=N1,[M+H]+,c1ncncn1,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
RQZAXGRLVPAYTJ,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,[M+H]+,O=C1C=C2C=C[C@H]3[C@@H]4CCCC4CC[C@@H]3C2CC1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
RROQIUMZODEXOR,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,[M+Na]+,C1CNCCN1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RRVIAQKBTUQODI,CNC(=O)N(C)C1=NC2=C(S1)C=CC=C2,[M+H]+,c1ccc2scnc2c1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
RSIHSRDYCUFFLA,[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,[M+H]+,O=C1C=CC2C(=C1)CC[C@H]1[C@@H]3CCCC3CC[C@H]21,False,False,WUR-DEV,24,WFSR_food_safety;WUR
RSMUVYRMZCOLBH,COC(=O)C1=C(C=CC=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=NC(C)=N1,[M+H]+,O=C(Nc1ncncn1)NS(=O)(=O)c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RTCOGUMHFFWOJV,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1,[M+H]+,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccn1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RVKCCVTVZORVGD,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,[M+H]+,O=C1CCCC(=O)C1=CC1CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RWCCWEUUXYIKHB,O=C(C1=CC=CC=C1)C1=CC=CC=C1,[M+H]+,O=C(c1ccccc1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RWQKHEORZBHNRI,C[C@@H]1CC2=C(C(=O)O1)C(O)=C(C=C2Cl)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,[M+H]+,O=C(NCCc1ccccc1)c1ccc2c(c1)C(=O)OCC2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RXDMAYSSBPYBFW,CCC1(C(C)C1(Cl)Cl)C(=O)NC(C)C1=CC=C(Cl)C=C1,[M+H]+,O=C(NCc1ccccc1)C1CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RXPRRQLKFXBCSJ,CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=C4C=CC=C1)[C@](O)(C2)C(=O)OC,[M+H]+,c1ccc2c(c1)c1c3n2CCC2CCCN(CC1)[C@H]32,True,True,WUR-SEALED,12,WFSR_food_safety;WUR
RYAUSSKQMZRMAI,CC(CN1C[C@H](C)O[C@H](C)C1)CC1=CC=C(C=C1)C(C)(C)C,[M+H]+,c1ccc(CCCN2CCOCC2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
RYHBNJHYFVUHQT,C1COCCO1,[M+H]+,C1COCCO1,False,False,WUR-DEV,6,WFSR_Polar
RYLHNOVXKPXDIP,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C=C(OC2=C(Cl)C=C(C=C2)C(F)(F)F)C=C1,[M+H]+,O=C(NC(=O)c1ccccc1)Nc1ccc(Oc2ccccc2)cc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RYVIXQCRCQLFCM,COC1=CC(OC)=NC(OC2=CC=CC(OC3=NC(OC)=CC(OC)=N3)=C2C(O)=O)=N1,[M+H]+,c1cnc(Oc2cccc(Oc3ncccn3)c2)nc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
RYYVLZVUVIJVGH,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,[M+H]+,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,True,True,WUR-SEALED,16,FCH;WFSR_food_safety;WUR
RZILCCPWPBTYDO,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,[M+H]+,c1ccccc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
RZJQGNCSTQAWON,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,[M+H]+,O=C1OCC(c2ccccc2)=C1c1ccccc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
RZVAJINKPMORJF,CC(=O)NC1=CC=C(O)C=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SAHHMCVYMGARBT,CN[C@@H]1CC2=CNC3=CC=CC([C@H]1\C=C(/C)CO)=C23,[M+H]+,c1cc2c3c(c[nH]c3c1)CCC2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SAPGTCDSBGMXCD,OC(C1=CC=C(F)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,[M+H]+,c1ccc(C(c2ccccc2)c2cncnc2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
SBDNJUWAMKYJOX,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,[M+H]+,c1ccc(Nc2ccccc2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SBNFWQZLDJGRLK,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,[M+H]+,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SBPBAQFWLVIOKP,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,[M+H]+,c1ccncc1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SBUJHOSQTJFQJX,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,[M+H]+,C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1,False,False,WUR-DEV,6,WFSR_Polar
SBZXBUIDTXKZTM,COCCOCCOC,[M+H]+,__ACYCLIC__SBZXBUIDTXKZTM,False,False,WUR-SEALED,12,ETE;WUR
SCCDDNKJYDZXMM,COCCN(C(=O)CCl)C1=C(C)C=CC=C1C,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SCLUKEPFXXPARW,CCCC1=NN(C)C2=C1NC(=NC2=S)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1C[C@H](C)N[C@H](C)C1,[M+H]+,O=S(=O)(c1cccc(-c2nc(=S)c3[nH]ncc3[nH]2)c1)N1CCNCC1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SDMSCIWHRZJSRN,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,[M+H]+,c1ccc(-c2ccno2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
SEALOBQTUQIVGU,CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,[M+H]+,O=C(NC1OC2[C@@H]3CCCN3C(=O)CN2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SECKRCOLJRRGGV,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1,[M+H]+,O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SEEPANYCNGTZFQ,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,[M+H]+,O=S(=O)(Nc1ncccn1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SFVVQRJOGUKCEG,C[C@@H](O)[C@@](O)(C(C)C)C(=O)OCC1=CCN2CC[C@@H](O)[C@H]21,[M+H]+,C1=C[C@@H]2CCCN2C1,False,False,WUR-SEALED,60,WFSR_food_safety;WUR
SGNXVBOIDPPRJJ,[H][C@@]12CC[C@@]([H])(N1)C(=CCC2)C(C)=O,[M+H]+,C1=C[C@H]2CC[C@@H](CC1)N2,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SHCRDCOTRILILT,COC(=O)C(\C)=C\[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(C\C=C/C)=C2C)C1(C)C,[M+H]+,O=C1C=C[C@@H](OC(=O)C2CC2)C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SIGQAYSWORHPPH,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O,[M+H]+,C=C1NC(=O)CCCNC(=O)C[C@H](/C=C/C=C/CCCc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCNC(=O)CNC(=O)CNC1=O,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SIIRBDOFKDACOK,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CNC(=O)\C(=C\C2=CC=CC=C2)N(C)C1=O,[M+H]+,O=C1CNC(=O)CNC(=O)/C(=C/c2ccccc2)NC(=O)CN1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SLCGUGMPSUYJAY,CCOC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(Cl)C=C1,[M+H]+,O=C(Nc1ccccc1)c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SLRCCWJSBJZJBV,[H][C@]12CN3CCCC[C@@]3([H])[C@]([H])(CN3CCCC[C@]13[H])C2,[M+H]+,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SMKRKQBMYOFFMU,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,[M+H]+,O=C1C=CC(OC(=O)C2CC2)C1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SMWDFEZZVXVKRB,C1=CC2=C(C=C1)N=CC=C2,[M+H]+,c1ccc2ncccc2c1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SNICXCGAKADSCV,CN1CCC[C@H]1C1=CN=CC=C1,[M+H]+,c1cncc([C@@H]2CCCN2)c1,False,False,WUR-SEALED,18,WFSR_Polar;WFSR_food_safety;WUR
SOODLZHDDSGRKL,C[C@]1(O)C(=O)OCC2=CCN3CC[C@@H](OC(=O)[C@H](C(C)C)[C@@]1(C)O)[C@H]32,[M+H]+,O=C1CCCC(=O)O[C@@H]2CCN3CC=C(CO1)[C@H]23,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SOUGWDPPRBKJEX,CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SPFYMRJSYKOXGV,CCN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O,[M+H]+,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SPWSUFUPTSJWNG,[H][C@@]12C[C@]3(C4=CC=CC=C4N[C@@]3([H])N1C(=O)\C(NC2=O)=C/C1=CNC=N1)C(C)(C)C=C,[M+H]+,O=C1N/C(=C/c2c[nH]cn2)C(=O)N2[C@@H]3Nc4ccccc4C3C[C@@H]12,False,False,WUR-SEALED,12,WFSR_food_safety;WUR
SQMGCPHFHQGPIF,[H]C1(O)[C@H]2[C@@]3([H])C[C@]1(O)[C@@H](OC)[C@H](O)[C@]2(O)C1[C@H](OC)[C@@]2([H])C33C1N(CC)C[C@]2(COC)[C@H](O)C[C@@H]3OC,[M+H]+,C1CC2CNC3C4C[C@H]2C3(C1)[C@@H]1CC2CCC4[C@H]1C2,False,False,WUR-DEV,12,WFSR_food_safety;WUR
SRJQTHAZUNRMPR,[H][C@@]12C[C@H](C[C@@]1([H])[C@]1([H])C=C3C(=O)[C@H](C)[C@H](CCC[C@H](CC)OC(=O)C[C@@]3([H])[C@]1([H])C=C2)O[C@@]1([H])CC[C@@H]([C@@H](C)O1)N(C)C)O[C@]1([H])O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]1OC,[M+H]+,O=C1C[C@@H]2C(=C[C@@H]3[C@H]2C=C[C@@H]2C[C@@H](O[C@H]4CCCCO4)C[C@@H]32)C(=O)C[C@@H](O[C@H]2CCCCO2)CCCCO1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
STECJAGHUSJQJN,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,[M+H]+,O=C(Cc1ccccc1)O[C@H]1C[C@@H]2N[C@H](C1)[C@H]1O[C@H]12,True,False,WUR-DEV,12,WFSR_food_safety;WUR
STEPQTYSZVCJPV,CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CCl,[M+H]+,c1ccc(NCn2cccn2)cc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
STJLVHWMYQXCPB,CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,[M+H]+,c1ccc(C2(Cn3cncn3)OCCO2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
STJMRWALKKWQGH,CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,[M+H]+,c1ccccc1,False,False,WUR-DEV,12,WFSR_food_safety;WUR
STMIIPIFODONDC,CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,[M+H]+,c1ccc(CCn2cncn2)cc1,True,False,WUR-DEV,12,WFSR_food_safety;WUR
